MGE_Type	Element_Type	CrossedLineage	CrossedName
plasmid	rep11a	Phylum	Proteobacteria;Firmicutes
plasmid	rep11b	Phylum	Firmicutes
plasmid	rep11c	Phylum	Firmicutes;Proteobacteria
plasmid	rep12	Phylum	Firmicutes
plasmid	rep13	Phylum	Firmicutes;Proteobacteria;Actinobacteria;Tenericutes
plasmid	rep14a	Phylum	Proteobacteria;Firmicutes
plasmid	rep14b	Phylum	Firmicutes;Proteobacteria
plasmid	rep15	Phylum	Firmicutes
plasmid	rep16	Phylum	Proteobacteria;Firmicutes
plasmid	rep17	Phylum	Firmicutes
plasmid	rep18a	Phylum	Firmicutes;Proteobacteria
plasmid	rep18b	Phylum	Proteobacteria;Firmicutes
plasmid	rep19	Phylum	Proteobacteria;Firmicutes
plasmid	rep19a	Phylum	Firmicutes
plasmid	rep19b	Phylum	Firmicutes
plasmid	rep19c	Phylum	Proteobacteria;Firmicutes
plasmid	rep2	Phylum	Firmicutes;Proteobacteria
plasmid	rep20	Phylum	Firmicutes;Proteobacteria
plasmid	rep21	Phylum	Proteobacteria;Firmicutes;Actinobacteria
plasmid	rep22	Phylum	Firmicutes;Proteobacteria
plasmid	rep23	Phylum	Firmicutes
plasmid	rep24a	Phylum	Firmicutes
plasmid	rep24b	Phylum	Firmicutes
plasmid	rep24c	Phylum	Firmicutes
plasmid	rep25	Phylum	Firmicutes
plasmid	rep26	Phylum	Firmicutes
plasmid	rep27	Phylum	Firmicutes
plasmid	rep28	Phylum	Firmicutes;Proteobacteria
plasmid	rep29	Phylum	Firmicutes;Proteobacteria
plasmid	rep3	Phylum	Firmicutes
plasmid	rep31	Phylum	Firmicutes
plasmid	rep32	Phylum	Firmicutes
plasmid	rep33	Phylum	Firmicutes
plasmid	rep34	Phylum	Firmicutes
plasmid	rep35	Phylum	Firmicutes
plasmid	rep36	Phylum	Proteobacteria;Firmicutes
plasmid	rep37	Phylum	Firmicutes
plasmid	rep38	Phylum	Firmicutes
plasmid	rep39	Phylum	Firmicutes
plasmid	rep40	Phylum	Proteobacteria;Firmicutes
plasmid	rep4a	Phylum	Firmicutes;Proteobacteria
plasmid	rep4b	Phylum	Firmicutes
plasmid	rep5a	Phylum	Proteobacteria;Firmicutes
plasmid	rep5b	Phylum	Firmicutes;Proteobacteria
plasmid	rep5c	Phylum	Firmicutes;Proteobacteria
plasmid	rep5d	Phylum	Proteobacteria;Firmicutes
plasmid	rep5e	Phylum	Proteobacteria;Firmicutes
plasmid	rep6	Phylum	Proteobacteria;Firmicutes
plasmid	rep7a	Phylum	Proteobacteria;Firmicutes;Actinobacteria;Bacteroidetes
plasmid	rep7b	Phylum	Chlamydiae;Firmicutes
plasmid	rep7c	Phylum	Firmicutes
plasmid	rep7de	Phylum	Firmicutes
plasmid	rep8a	Phylum	Firmicutes
plasmid	rep8b	Phylum	Firmicutes
plasmid	rep9a	Phylum	Proteobacteria;Firmicutes
plasmid	rep9b	Phylum	Firmicutes;Proteobacteria
plasmid	rep9c	Phylum	Firmicutes
plasmid	repA	Order	Moraxellales;Enterobacterales
plasmid	repUS1	Phylum	Proteobacteria;Firmicutes
plasmid	repUS10	Phylum	Firmicutes
plasmid	repUS12	Phylum	Firmicutes;Proteobacteria
plasmid	repUS15	Phylum	Firmicutes;Proteobacteria
plasmid	repUS16	Phylum	Firmicutes;Proteobacteria
plasmid	repUS17	Phylum	Firmicutes
plasmid	repUS18	Phylum	Firmicutes;Proteobacteria
plasmid	repUS19	Phylum	Proteobacteria;Firmicutes
plasmid	repUS2	Phylum	Bacteroidetes;Proteobacteria;Firmicutes
plasmid	repUS20	Phylum	Firmicutes
plasmid	repUS21	Phylum	Firmicutes;Proteobacteria
plasmid	repUS22	Phylum	Proteobacteria;Firmicutes
plasmid	repUS23	Phylum	Proteobacteria;Firmicutes
plasmid	repUS24	Phylum	Firmicutes
plasmid	repUS25	Phylum	Firmicutes
plasmid	repUS26	Phylum	Firmicutes
plasmid	repUS27	Phylum	Firmicutes
plasmid	repUS28	Phylum	Firmicutes
plasmid	repUS3	Phylum	Firmicutes
plasmid	repUS33	Phylum	Firmicutes
plasmid	repUS34	Phylum	Firmicutes
plasmid	repUS35	Phylum	Firmicutes;Proteobacteria
plasmid	repUS36	Phylum	Firmicutes
plasmid	repUS37	Phylum	Firmicutes
plasmid	repUS38	Phylum	Actinobacteria;Firmicutes
plasmid	repUS4	Phylum	Firmicutes
plasmid	repUS40	Phylum	Firmicutes
plasmid	repUS41	Phylum	Actinobacteria;Firmicutes
plasmid	repUS42	Phylum	Firmicutes
plasmid	repUS43	Phylum	Bacteroidetes;Firmicutes;Fusobacteria;Bacillota
plasmid	repUS44	Phylum	Proteobacteria;Firmicutes
plasmid	repUS45	Phylum	Firmicutes
plasmid	repUS46	Phylum	Proteobacteria;Firmicutes
plasmid	repUS47	Phylum	Firmicutes;Proteobacteria
plasmid	repUS48	Phylum	Firmicutes
plasmid	repUS49	Phylum	Firmicutes
plasmid	repUS5	Phylum	Proteobacteria;Firmicutes
plasmid	repUS50	Phylum	Firmicutes
plasmid	repUS51	Phylum	Firmicutes
plasmid	repUS52	Phylum	Firmicutes;Proteobacteria
plasmid	repUS53	Phylum	Firmicutes
plasmid	repUS54	Phylum	Firmicutes;Proteobacteria
plasmid	repUS55	Phylum	Firmicutes
plasmid	repUS56	Phylum	Firmicutes
plasmid	repUS57	Phylum	Firmicutes;Proteobacteria
plasmid	repUS58	Phylum	Proteobacteria;Firmicutes
plasmid	repUS59	Phylum	Firmicutes
plasmid	repUS60	Phylum	Firmicutes
plasmid	repUS61	Phylum	Firmicutes
plasmid	repUS62	Phylum	Firmicutes
plasmid	repUS64	Phylum	Firmicutes;Proteobacteria
plasmid	repUS65	Phylum	Firmicutes
plasmid	repUS67	Phylum	Firmicutes
plasmid	repUS68	Phylum	Firmicutes
plasmid	repUS7	Phylum	Firmicutes
plasmid	repUS70	Phylum	Firmicutes
plasmid	repUS71	Phylum	Firmicutes
plasmid	repUS72	Phylum	Firmicutes
plasmid	repUS73	Phylum	Firmicutes
plasmid	repUS74	Phylum	Firmicutes
plasmid	repUS75	Phylum	Firmicutes
plasmid	repUS76	Phylum	Firmicutes
plasmid	repUS9	Phylum	Firmicutes
transposon	Tn1	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn10	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn1000	Genus	Escherichia;Klebsiella;Salmonella;Shigella
transposon	Tn1013	Order	Pseudomonadales
transposon	Tn1116	Phylum	Firmicutes
transposon	Tn1207.1	Phylum	Firmicutes
transposon	Tn1213	Order	Moraxellales;Enterobacterales;Pseudomonadales
transposon	Tn125	Order	Moraxellales;Enterobacterales;Vibrionales
transposon	Tn1331	Genus	Citrobacter;Enterobacter;Klebsiella
transposon	Tn1404	Order	Aeromonadales;Enterobacterales;Pseudomonadales
transposon	Tn1546	Phylum	Firmicutes
transposon	Tn1549	Phylum	Firmicutes
transposon	Tn1721	Order	Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn1722	Genus	Citrobacter
transposon	Tn1806	Phylum	Firmicutes
transposon	Tn1999	Genus	Citrobacter;Escherichia;Klebsiella
transposon	Tn2	Phylum	Proteobacteria;Firmicutes
transposon	Tn2000	Genus	Klebsiella
transposon	Tn2003	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
transposon	Tn2006	Order	Moraxellales;Enterobacterales
transposon	Tn2007	Order	Moraxellales
transposon	Tn2008	Order	Moraxellales;Enterobacterales
transposon	Tn2009	Phylum	Proteobacteria;Firmicutes;Bacillota
transposon	Tn2009_2	Phylum	Firmicutes;Proteobacteria
transposon	Tn2010	Phylum	Firmicutes
transposon	Tn2012	Order	Moraxellales;Aeromonadales;Enterobacterales
transposon	Tn2016	Genus	Klebsiella
transposon	Tn2017	Phylum	Firmicutes;Bacillota
transposon	Tn2020	Class	Alphaproteobacteria
transposon	Tn21	Phylum	Proteobacteria;Firmicutes
transposon	Tn21-like	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn2424	Genus	Escherichia
transposon	Tn2501	Family	Enterobacteriaceae;Hafniaceae;Yersiniaceae
transposon	Tn2502	Family	Enterobacteriaceae;Yersiniaceae
transposon	Tn2503	Family	Enterobacteriaceae;Yersiniaceae
transposon	Tn2521	Order	Pseudomonadales
transposon	Tn2521-In33	Order	Enterobacterales;Pseudomonadales
transposon	Tn2555.3	Genus	Escherichia
transposon	Tn2670	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn3	Genus	Enterobacter
transposon	Tn3000	Genus	Enterobacter;Escherichia;Klebsiella
transposon	Tn3411	Phylum	Proteobacteria;Bacteroidetes;Firmicutes
transposon	Tn3926	Family	Enterobacteriaceae;Yersiniaceae
transposon	Tn4	Phylum	Proteobacteria;Firmicutes
transposon	Tn4001	Phylum	Firmicutes
transposon	Tn4003	Phylum	Firmicutes
transposon	Tn402	Phylum	Proteobacteria;Firmicutes
transposon	Tn402-like	Order	Pseudomonadales
transposon	Tn402/5053-like	Genus	Citrobacter
transposon	Tn402:In90	Order	Pseudomonadales
transposon	Tn4351	Phylum	Bacteroidetes;Proteobacteria;Firmicutes
transposon	Tn4352	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn4378	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn4378-like	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn4380	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn4399	Phylum	Bacteroidetes
transposon	Tn4401	Genus	Klebsiella
transposon	Tn4401a	Order	Enterobacterales;Pseudomonadales
transposon	Tn4430	Phylum	Firmicutes
transposon	Tn4451	Phylum	Firmicutes;Proteobacteria
transposon	Tn4453a	Phylum	Firmicutes
transposon	Tn4521	Genus	Escherichia
transposon	Tn4551	Phylum	Bacteroidetes
transposon	Tn4555	Phylum	Bacteroidetes
transposon	Tn4655	Order	Pseudomonadales
transposon	Tn4656	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn4659	Order	Pseudomonadales
transposon	Tn4661	Phylum	Proteobacteria;Firmicutes
transposon	Tn4661-like	Phylum	Proteobacteria;Firmicutes
transposon	Tn4662a	Phylum	Proteobacteria;Firmicutes
transposon	Tn4671	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn4672	Genus	Cronobacter
transposon	Tn501	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn502	Order	Aeromonadales;Enterobacterales;Pseudomonadales;Xanthomonadales
transposon	Tn5036	Order	Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn5041	Order	Pseudomonadales
transposon	Tn5042	Order	Pseudomonadales
transposon	Tn5044/Tn5046	Order	Enterobacterales;Vibrionales
transposon	Tn5046	Order	Pseudomonadales
transposon	Tn5053	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn5057	Phylum	Proteobacteria;Firmicutes
transposon	Tn5058	Order	Enterobacterales;Pseudomonadales
transposon	Tn5060	Order	Enterobacterales;Pseudomonadales
transposon	Tn5073	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn5074	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn5075	Genus	Escherichia;Klebsiella
transposon	Tn5084	Phylum	Firmicutes
transposon	Tn5085	Phylum	Firmicutes
transposon	Tn511-3	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn512	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn5251	Phylum	Firmicutes;Bacteroidetes;Fusobacteria;Bacillota
transposon	Tn5382	Phylum	Firmicutes
transposon	Tn5393	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn5393c	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn5401	Phylum	Firmicutes
transposon	Tn5403	Phylum	Actinobacteria;Proteobacteria;Firmicutes
transposon	Tn5404	Phylum	Firmicutes
transposon	Tn5405	Phylum	Proteobacteria;Firmicutes;Bacteroidetes
transposon	Tn5406	Phylum	Firmicutes
transposon	Tn5422	Phylum	Firmicutes
transposon	Tn5432	Phylum	Actinobacteria;Actinomycetota
transposon	Tn5481	Phylum	Firmicutes
transposon	Tn5501	Order	Aeromonadales;Enterobacterales;Pseudomonadales
transposon	Tn5502	Order	Pseudomonadales
transposon	Tn551	Phylum	Firmicutes;Proteobacteria;Fusobacteria;Bacillota
transposon	Tn552	Phylum	Firmicutes;Proteobacteria
transposon	Tn5520	Phylum	Bacteroidetes
transposon	Tn554	Phylum	Firmicutes
transposon	Tn5563	Order	Aeromonadales;Enterobacterales;Pseudomonadales
transposon	Tn5563a	Order	Aeromonadales;Enterobacterales;Pseudomonadales
transposon	Tn5564	Phylum	Actinobacteria
transposon	Tn558	Phylum	Firmicutes
transposon	Tn559	Phylum	Firmicutes
transposon	Tn5718	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn5718delta	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn5721	Phylum	Firmicutes
transposon	Tn5801-like	Phylum	Firmicutes;Proteobacteria
transposon	Tn6000	Phylum	Firmicutes
transposon	Tn6002	Phylum	Firmicutes;Fusobacteria
transposon	Tn6003	Phylum	Firmicutes
transposon	Tn6007	Class	Gammaproteobacteria;Betaproteobacteria;Alphaproteobacteria
transposon	Tn6008	Order	Enterobacterales;Pseudomonadales
transposon	Tn6010	Genus	Escherichia;Klebsiella;Salmonella;Shigella
transposon	Tn6011	Family	Enterobacteriaceae;Hafniaceae;Yersiniaceae
transposon	Tn6016	Order	Pseudomonadales
transposon	Tn6017	Genus	Citrobacter
transposon	Tn6018	Order	Moraxellales;Aeromonadales;Enterobacterales;Vibrionales
transposon	Tn6018-L	Phylum	Proteobacteria;Firmicutes
transposon	Tn6019	Order	Moraxellales
transposon	Tn602	Phylum	Proteobacteria;Firmicutes;Actinobacteria
transposon	Tn6020	Order	Moraxellales;Enterobacterales
transposon	Tn6022	Order	Moraxellales;Enterobacterales
transposon	Tn6022-delta-1	Order	Moraxellales
transposon	Tn6022-delta-1::ISAba17	Order	Moraxellales
transposon	Tn6023	Phylum	Actinobacteria
transposon	Tn6024	Genus	Citrobacter;Cronobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
transposon	Tn6027	Species	Salmonella_enterica
transposon	Tn6029	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn6048	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn6049	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn6050	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn6061	Class	Betaproteobacteria;Gammaproteobacteria
transposon	Tn6061-like	Genus	Enterobacter
transposon	Tn6062	Genus	Escherichia;Klebsiella;Salmonella
transposon	Tn6073	Phylum	Firmicutes
transposon	Tn6080	Order	Moraxellales
transposon	Tn6082	Phylum	Proteobacteria;Actinobacteria
transposon	Tn6084	Phylum	Firmicutes
transposon	Tn6085	Phylum	Firmicutes
transposon	Tn6088	Species	Salmonella_enterica
transposon	Tn6089	Genus	Klebsiella
transposon	Tn6091	Species	Salmonella_enterica
transposon	Tn6092	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn6093	Family	Morganellaceae
transposon	Tn6099	Phylum	Bacteroidetes
transposon	Tn6100	Phylum	Bacteroidetes;Bacteroidota
transposon	Tn6107	Phylum	Firmicutes
transposon	Tn6110	Phylum	Firmicutes
transposon	Tn6112	Order	Enterobacterales;Pseudomonadales
transposon	Tn6114	Genus	Escherichia;Salmonella
transposon	Tn6133	Phylum	Firmicutes
transposon	Tn6162	Order	Pseudomonadales
transposon	Tn6163	Order	Pseudomonadales
transposon	Tn6166	Order	Moraxellales
transposon	Tn6167	Order	Moraxellales
transposon	Tn6168	Order	Moraxellales
transposon	Tn6170	Order	Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn6171	Order	Moraxellales
transposon	Tn6172	Order	Moraxellales
transposon	Tn6176	Order	Moraxellales
transposon	Tn6177	Order	Moraxellales
transposon	Tn6178	Order	Moraxellales;Pseudomonadales;Enterobacterales
transposon	Tn6179	Order	Moraxellales;Enterobacterales
transposon	Tn6180	Order	Moraxellales
transposon	Tn6181	Genus	Escherichia
transposon	Tn6182	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn6188	Phylum	Firmicutes
transposon	Tn6191	Phylum	Firmicutes
transposon	Tn6194-like	Phylum	Firmicutes
transposon	Tn6196	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn6198	Phylum	Firmicutes;Bacteroidetes;Bacillota
transposon	Tn6202	Phylum	Firmicutes
transposon	Tn6203	Order	Pseudomonadales
transposon	Tn6205	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn6206	Order	Moraxellales
transposon	Tn6207	Order	Moraxellales
transposon	Tn6208	Order	Moraxellales
transposon	Tn6209	Order	Moraxellales
transposon	Tn6215	Phylum	Firmicutes
transposon	Tn6216	Phylum	Firmicutes
transposon	Tn6217	Order	Pseudomonadales
transposon	Tn6218	Phylum	Firmicutes
transposon	Tn6222	Genus	Escherichia
transposon	Tn6223	Genus	Escherichia
transposon	Tn6227	Phylum	Firmicutes
transposon	Tn6229	Genus	Klebsiella
transposon	Tn6233	Order	Pseudomonadales
transposon	Tn6238	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
transposon	Tn6246	Phylum	Firmicutes
transposon	Tn6247	Phylum	Firmicutes
transposon	Tn6248	Phylum	Firmicutes
transposon	Tn6251	Order	Moraxellales
transposon	Tn6252	Order	Moraxellales
transposon	Tn6260	Phylum	Firmicutes;Proteobacteria
transposon	Tn6261	Phylum	Firmicutes
transposon	Tn6264	Order	Vibrionales
transposon	Tn6268	Genus	Escherichia
transposon	Tn6275	Class	Alphaproteobacteria
transposon	Tn6279	Order	Moraxellales
transposon	Tn6292	Order	Moraxellales;Aeromonadales;Enterobacterales;Vibrionales
transposon	Tn6295	Genus	Escherichia;Klebsiella;Shigella
transposon	Tn6309	Class	Gammaproteobacteria;Betaproteobacteria
transposon	Tn6322	Genus	Enterobacter;Klebsiella
transposon	Tn6332	Phylum	Firmicutes
transposon	Tn6333	Family	Morganellaceae
transposon	Tn6339	Species	Salmonella_enterica
transposon	Tn6344	Genus	Klebsiella
transposon	Tn6350	Order	Pseudomonadales
transposon	Tn6352	Order	Enterobacterales;Pseudomonadales
transposon	Tn6356	Order	Pseudomonadales
transposon	Tn6362	Family	Enterobacteriaceae;Yersiniaceae
transposon	Tn6367	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn6368	Family	Enterobacteriaceae;Yersiniaceae
transposon	Tn6369	Family	Enterobacteriaceae;Morganellaceae
transposon	Tn6381	Genus	Klebsiella
transposon	Tn6382	Genus	Klebsiella
transposon	Tn6399	Genus	Enterobacter;Klebsiella;Salmonella
transposon	Tn6551	Order	Moraxellales
transposon	Tn6604	Class	Betaproteobacteria
transposon	Tn6644	Phylum	Firmicutes
transposon	Tn6677	Order	Vibrionales
transposon	Tn6934	Genus	Escherichia
transposon	Tn6944	Phylum	Firmicutes
transposon	Tn7	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn7-like	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn7000	Order	Vibrionales
transposon	Tn7051	Genus	Escherichia
transposon	Tn801	Phylum	Proteobacteria;Firmicutes
transposon	Tn9-like	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
transposon	Tn917	Phylum	Firmicutes;Proteobacteria;Fusobacteria;Bacillota
transposon	Tn925	Phylum	Firmicutes;Proteobacteria;Bacillota;Bacteroidetes
transposon	TnBth2	Phylum	Firmicutes
transposon	TnBth3	Phylum	Firmicutes
transposon	TnOtChr	Genus	Enterobacter
transposon	TnPg17-a	Phylum	Bacteroidetes
transposon	TnPg17-b	Phylum	Bacteroidetes
transposon	TnaphA6	Order	Moraxellales;Pseudomonadales;Enterobacterales
